OTUID	P6S2T2	P2S1T2	P3S1T3	P5S1T3	P6S2T3	P3S1T2	P1S2T3	P3S2T2	P5S2T1	P3S2T1	P2S1T1	P3S2T3	P5S2T2	P1S1T1	P4S1T3	P2S1T3	P4S1T1	P5S2T3	P1S1T2	P4S2T1	P2S2T1	P4S1T2	P6S1T2	P1S1T3	P4S2T3	P2S2T2	P4S2T2	P6S1T3	P1S2T1	P6S1T1	P2S2T3	P5S1T1	P6S2T1	P1S2T2	P3S1T1	P5S1T2	taxonomy	Taxon	Taxon Level	Trophic Mode	Guild	Growth Morphology	Trait	Confidence Ranking	Notes	Citation/Source
otu142	0	2	0	1	0	2	0	0	0	0	4	0	0	0	1	6	5	6	0	2	10	6	0	9	2	0	0	0	0	0	2	0	0	0	2	0	Eukaryota__Ascomycota__Sordariomycetes__Hypocreales__Nectriaceae__Fusarium__Fusarium pseudograminearum	Fusarium	13	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Endophyte-Lichen Parasite-Plant Pathogen-Soil Saprotroph-Wood Saprotroph	Microfungus	NULL	Probable	Likely opportunistic human pathogen (Irinyi et al. 2015)	b'Duncan CG, Eslyn WE. 1966. Mycologia 58:642-664 ((https://doi.org/10.2307/3757045)); Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Irinyi L, et al. 2015. Medical Mycology 53:313-337 ((https://doi.org/10.1093/mmy/myv008)); Schroers, et al. 2016. Mycologia 108:806-819 ((https://doi.org/10.3852/15-255)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx)); Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))'
otu129	0	2	2	0	0	7	0	8	3	5	4	1	1	1	5	1	3	0	0	3	0	1	2	2	2	3	0	0	1	0	1	0	0	0	1	0	Eukaryota__Ascomycota__Dothideomycetes__Pleosporales__Pleosporaceae__Bipolaris__Bipolaris victoriae	Bipolaris	13	Pathotroph	Plant Pathogen	Microfungus	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
otu100	0	5	0	5	0	0	1	0	6	1	0	2	0	11	3	4	0	2	0	6	0	0	3	0	3	1	0	0	1	0	1	0	0	2	0	0	Eukaryota__Basidiomycota__Pucciniomycetes__Pucciniales__Melampsoraceae__Melampsora__Melampsora larici-populina	Melampsora	13	Pathotroph	Plant Pathogen	Microfungus	NULL	Probable	Biotrophic, heteroecious or autoecious - A prominent group of species produces aecia on conifer needles and telia or leaves of Salicaceae (Cannon & Kirk 2007)	b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
otu169	0	0	0	0	4	0	0	0	0	0	0	6	12	0	0	1	3	0	1	0	11	15	0	0	4	0	0	0	0	0	0	0	0	0	0	0	Eukaryota__Ascomycota__Eurotiomycetes__Eurotiales__Trichocomaceae__Talaromyces__Talaromyces marneffei	Talaromyces	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
otu143	0	2	3	3	3	1	0	6	1	2	0	2	0	0	1	1	0	0	1	0	0	2	0	3	14	1	1	1	1	0	0	2	3	2	1	0	Eukaryota__Ascomycota__Saccharomycetes__Saccharomycetales__Metschnikowiaceae__Clavispora/Candida clade__[Candida] auris	-	-	-	-	-	-	-	Unassigned	-
otu161	0	0	0	8	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	6	10	0	0	0	4	0	0	4	0	0	9	0	0	0	6	Eukaryota__Basidiomycota__Malasseziomycetes__Malasseziales__Malasseziaceae__Malassezia__Malassezia sympodialis	Malassezia	13	Pathotroph-Saprotroph	Animal Pathogen-Undefined Saprotroph	Facultative Yeast	NULL	Probable	A lipid-dependent fungus growing on the sebaceous areas of human skin that may cause or exacerbate several skin diseases (Pityrosporum is a synonym that has been used for the yeast forms)	b'Kurtzman CP, et al. (eds.) 2011. The Yeasts, a Taxonomic Study. Fifth Edition. Vols 1-3. Elsevier, San Diego (ISBN: 9780444521491); Findley K, et al. 2013. Nature 498:367-370 ((https://doi.org/10.1038/nature12171))'
otu41	4	7	2	0	5	2	5	0	0	5	0	0	0	1	0	8	0	0	0	0	0	0	6	0	0	0	0	0	4	0	0	2	0	0	3	0	Eukaryota__Ascomycota__Saccharomycetes__Saccharomycetales__Dipodascaceae__Yarrowia__Yarrowia lipolytica	Yarrowia	13	Saprotroph	Undefined Saprotroph	Yeast	NULL	Highly Probable	NULL	b'Kurtzman CP, et al. (eds.) 2011. The Yeasts, a Taxonomic Study. Fifth Edition. Vols 1-3. Elsevier, San Diego (ISBN: 9780444521491)'
otu183	0	0	0	0	0	0	17	0	0	0	2	0	0	0	0	0	0	0	10	0	4	0	0	0	7	0	0	0	0	0	0	0	0	11	0	0	Eukaryota__Ascomycota__Saccharomycetes__Saccharomycetales__Unclassified__Kuraishia__Kuraishia capsulata	-	-	-	-	-	-	-	Unassigned	-
otu136	0	9	0	0	0	0	0	0	0	0	9	0	0	0	3	1	1	0	1	0	0	0	7	0	0	0	0	0	0	0	9	0	2	0	0	6	Eukaryota__Ascomycota__Dothideomycetes__Pleosporales__Pleosporaceae__Bipolaris__Bipolaris maydis	Bipolaris	13	Pathotroph	Plant Pathogen	Microfungus	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
otu131	0	9	0	1	0	11	0	0	0	3	0	0	0	0	0	2	0	0	1	0	0	1	0	0	0	0	0	0	0	7	0	0	2	0	4	0	Eukaryota__Ascomycota__Dothideomycetes__Pleosporales__Pleosporaceae__Bipolaris__Bipolaris sorokiniana	Bipolaris	13	Pathotroph	Plant Pathogen	Microfungus	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
otu170	0	0	0	0	1	1	2	0	0	0	3	0	3	0	3	0	0	0	4	0	0	7	0	3	0	0	0	0	2	2	0	0	0	1	0	8	Eukaryota__Basidiomycota__Agaricomycetes__Agaricales__Schizophyllaceae__Schizophyllum__Schizophyllum commune	Schizophyllum	13	Saprotroph	Wood Saprotroph	NULL	White Rot	Highly Probable	NULL	b'Ahmada SS, Miles PG. 1970. Genetical Research 15:19-28 ((https://doi.org/10.1017/S0016672300001336))'
otu116	0	1	1	0	0	0	2	2	0	1	2	0	0	1	0	0	0	1	3	2	0	5	2	5	1	2	7	0	1	0	0	0	0	0	0	0	Eukaryota__Ascomycota__Eurotiomycetes__Chaetothyriales__Herpotrichiellaceae__Rhinocladiella__Rhinocladiella mackenziei	Rhinocladiella	13	Saprotroph	Undefined Saprotroph-Wood Saprotroph	Facultative Yeast	Soft Rot	Probable	NULL	b'Nilsson T. 1973. Studia Forestalia Suecica 104:1-40 ((https://pub.epsilon.slu.se/5711/)); Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
otu48	3	0	1	2	0	0	0	1	0	0	1	2	3	4	0	1	0	0	1	2	3	2	0	3	4	2	0	0	2	2	0	0	0	0	0	0	Eukaryota__Ascomycota__Eurotiomycetes__Chaetothyriales__Herpotrichiellaceae__Exophiala__Exophiala mesophila	Herpotrichiellaceae	9	Pathotroph-Saprotroph	Animal Pathogen-Fungal Parasite-Undefined Saprotroph	Facultative Yeast-Microfungus	NULL	Probable	Mostly saprobic on plants or other fungi, isolated from soil etc., and from medical sources (Cannon & Kirk 2007)	b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'
otu197	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	Eukaryota__Ascomycota__Eurotiomycetes__Eurotiales__Aspergillaceae__Aspergillus__Aspergillus bombycis	-	-	-	-	-	-	-	Unassigned	-
otu107	0	3	0	0	0	1	4	3	0	0	0	0	0	0	0	0	6	0	2	1	0	3	0	0	0	0	0	0	0	0	9	3	0	0	1	0	Eukaryota__Mucoromycota__Unclassified__Mucorales__Phycomycetaceae__Phycomyces__Phycomyces blakesleeanus	Phycomyces	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
otu151	0	0	1	3	0	0	3	1	1	0	1	4	3	1	0	0	3	0	1	3	0	0	0	1	0	1	1	2	1	2	1	1	0	0	0	0	Eukaryota__Ascomycota__Eurotiomycetes__Chaetothyriales__Herpotrichiellaceae__Exophiala__Exophiala oligosperma	Herpotrichiellaceae	9	Pathotroph-Saprotroph	Animal Pathogen-Fungal Parasite-Undefined Saprotroph	Facultative Yeast-Microfungus	NULL	Probable	Mostly saprobic on plants or other fungi, isolated from soil etc., and from medical sources (Cannon & Kirk 2007)	b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'
otu158	0	0	0	1	1	0	2	3	0	2	0	0	2	0	0	0	0	2	1	0	0	0	0	1	2	5	0	1	0	4	5	0	1	0	2	0	Eukaryota__Ascomycota__Eurotiomycetes__Eurotiales__Aspergillaceae__Aspergillus__Aspergillus aculeatus	-	-	-	-	-	-	-	Unassigned	-
otu120	0	2	0	1	3	0	8	0	0	9	0	0	1	0	0	0	1	0	1	0	2	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	Eukaryota__Ascomycota__Eurotiomycetes__Chaetothyriales__Herpotrichiellaceae__Exophiala__Exophiala spinifera	Herpotrichiellaceae	9	Pathotroph-Saprotroph	Animal Pathogen-Fungal Parasite-Undefined Saprotroph	Facultative Yeast-Microfungus	NULL	Probable	Mostly saprobic on plants or other fungi, isolated from soil etc., and from medical sources (Cannon & Kirk 2007)	b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'
otu189	0	0	0	0	0	0	0	0	0	12	7	0	0	6	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	Eukaryota__Ascomycota__Saccharomycetes__Saccharomycetales__Debaryomycetaceae__Candida__Candida tropicalis	Candida	13	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Endophyte-Endosymbiont-Epiphyte-Soil Saprotroph-Undefined Saprotroph	Dimorphic Yeast	NULL	Probable	This asexual genus is polyphyletic and contain species that function very differently depend on what they are. Caution should be taken when interpreting guilds for Candida species.	b'Manolakaki D, et al. 2010. Virulence. 1: 367-375 ((https://doi.org/10.4161/viru.1.5.12796)); Mekbib SB, et al. 2011. Tropical Plant Pathology 36:233-240 ((https://doi.org/10.1590/S1982-56762011000400004))'
otu163	0	0	0	1	0	0	2	3	0	4	0	0	0	3	0	0	0	0	6	0	0	0	0	9	0	0	0	0	3	0	0	0	0	0	0	0	Eukaryota__Ascomycota__Schizosaccharomycetes__Schizosaccharomycetales__Schizosaccharomycetaceae__Schizosaccharomyces__Schizosaccharomyces pombe	Schizosaccharomyces	13	Saprotroph	Undefined Saprotroph	Yeast	NULL	Highly Probable	Fission yeast	b'Nagy LG, et al. 2014. Nature Communications 5:e4471 ((https://doi.org/10.1038/ncomms5471)); James TY, et al. 2006. Nature, 443:818-822 ((James TY, et al. 2006. Nature, 443, 818-822))'
otu187	0	0	0	0	0	0	0	2	0	0	0	4	0	0	0	0	0	0	0	4	1	0	0	1	0	0	3	2	4	0	5	2	0	1	1	0	Eukaryota__Ascomycota__Dothideomycetes__Unclassified__Unclassified__Coniosporium__Coniosporium apollinis	-	-	-	-	-	-	-	Unassigned	-
otu186	0	0	0	0	0	0	0	1	0	1	0	2	7	1	0	0	0	1	2	1	2	0	0	0	3	0	1	1	1	0	0	3	1	0	1	0	Eukaryota__Ascomycota__Saccharomycetes__Saccharomycetales__Phaffomycetaceae__Wickerhamomyces__Wickerhamomyces ciferrii	Wickerhamomyces	13	Saprotroph	Undefined Saprotroph	Yeast	NULL	Probable	NULL	b'Kurtzman CP, et al. 2008. FEMS Yeast Research 8:939-954 ((https://doi.org/10.1111/j.1567-1364.2008.00419.x))'
otu207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	9	Eukaryota__Ascomycota__Saccharomycetes__Saccharomycetales__Saccharomycetaceae__Naumovozyma__Naumovozyma castellii	-	-	-	-	-	-	-	Unassigned	-
otu134	0	1	0	0	0	3	1	0	0	0	0	0	0	0	1	1	0	1	2	0	0	4	1	2	3	0	0	1	0	0	2	0	2	0	1	1	Eukaryota__Basidiomycota__Tremellomycetes__Tremellales__Cryptococcaceae__Kwoniella__Kwoniella dejecticola	-	-	-	-	-	-	-	Unassigned	-
otu176	0	0	0	0	0	2	0	7	0	0	2	0	0	0	1	0	4	0	0	0	2	0	0	0	0	0	0	0	1	0	2	0	0	0	4	2	Eukaryota__Ascomycota__Saccharomycetes__Saccharomycetales__Debaryomycetaceae__Hyphopichia__Hyphopichia burtonii	-	-	-	-	-	-	-	Unassigned	-
otu128	0	3	0	0	2	0	0	2	0	3	0	2	0	2	0	0	1	0	0	1	0	5	0	0	2	1	0	0	0	0	0	0	0	2	0	0	Eukaryota__Ascomycota__Eurotiomycetes__Eurotiales__Trichocomaceae__Talaromyces__Talaromyces stipitatus	Talaromyces	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
otu132	0	1	0	1	0	3	1	1	0	0	3	1	1	1	0	1	0	3	1	1	1	0	0	0	2	1	1	0	1	0	0	0	0	0	0	0	Eukaryota__Ascomycota__Eurotiomycetes__Chaetothyriales__Herpotrichiellaceae__Fonsecaea__Fonsecaea multimorphosa	Fonsecaea	13	Pathotroph-Saprotroph	Animal Pathogen-Soil Saprotroph	Dimorphic Yeast	NULL	Probable	Fonsecaea pedrosoi is soil-borne and the major etiological agent of chromoblastomycosis, a chronic disease that can affect immunocompetent hosts (Cunha et al. 2010)	b'Cunha MML, et al. 2010 ((https://doi.org/10.1186/1471-2180-10-80)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); https://www.cdc.gov ((https://www.cdc.gov))'
otu175	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	3	1	1	0	0	2	0	0	1	4	4	2	0	0	0	0	0	0	2	0	0	Eukaryota__Basidiomycota__Ustilaginomycetes__Ustilaginales__Ustilaginaceae__Ustilago__Ustilago maydis	Ustilago	13	Pathotroph	Plant Pathogen	Facultative Yeast-Smut	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
otu87	6	1	0	0	7	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	Eukaryota__Ascomycota__Eurotiomycetes__Chaetothyriales__Herpotrichiellaceae__Cladophialophora__Cladophialophora yegresii	Cladophialophora	13	Saprotroph	Undefined Saprotroph	Microfungus	NULL	Probable	NULL	b'James TY, et al. 2006. Nature 443:818-822 ((https://doi.org/10.1038/nature05110))'
otu178	0	0	0	0	0	4	0	1	0	1	1	1	1	0	3	1	0	1	0	3	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	Eukaryota__Ascomycota__Eurotiomycetes__Chaetothyriales__Herpotrichiellaceae__Cladophialophora__Cladophialophora carrionii	Cladophialophora	13	Saprotroph	Undefined Saprotroph	Microfungus	NULL	Probable	NULL	b'James TY, et al. 2006. Nature 443:818-822 ((https://doi.org/10.1038/nature05110))'
otu196	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota__Ascomycota__Sordariomycetes__Glomerellales__Glomerellaceae__Colletotrichum__Colletotrichum fioriniae	Colletotrichum	13	Pathotroph-Symbiotroph	Endophyte-Plant Pathogen	Microfungus	NULL	Probable	NULL	b'Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))'
otu97	0	2	0	1	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	6	1	1	0	0	0	0	0	0	0	0	0	Eukaryota__Ascomycota__Dothideomycetes__Dothideales__Saccotheciaceae__Aureobasidium__Aureobasidium namibiae	Aureobasidium	13	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Endophyte-Epiphyte-Plant Pathogen-Undefined Saprotroph	Facultative Yeast	NULL	Possible	NULL	b'Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Wachowska U, G\xc5\x82owacka K. 2014. BioControl 59:635-645 ((https://doi.org/10.1007/s10526-014-9596-5)); Irinyia L, et al. 2016. Fungal Biology 120:125-136 ((https://doi.org/10.1016/j.funbio.2015.04.007)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))'
otu78	1	2	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	1	0	1	2	0	1	2	0	0	0	1	0	Eukaryota__Ascomycota__Eurotiomycetes__Eurotiales__Aspergillaceae__Aspergillus__Aspergillus glaucus	-	-	-	-	-	-	-	Unassigned	-
otu209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	1	0	0	0	0	0	6	0	0	0	Eukaryota__Ascomycota__Pneumocystidomycetes__Unclassified__Pneumocystidaceae__Pneumocystis__Pneumocystis jirovecii	Pneumocystis	13	Pathotroph	Animal Pathogen	NULL	NULL	Highly Probable	Opportunistic human pathogen	b'Bowman BH, et al. 1992. Molecular Biology and Evolution 9:893-904 ((https://doi.org/10.1093/oxfordjournals.molbev.a040766))'
otu173	0	0	0	0	0	4	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	2	0	0	0	Eukaryota__Ascomycota__Eurotiomycetes__Onygenales__Arthrodermataceae__Trichophyton__Trichophyton verrucosum	Trichophyton	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
otu20	4	0	0	0	0	2	0	0	0	0	2	1	5	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota__Ascomycota__Eurotiomycetes__Eurotiales__Aspergillaceae__Penicilliopsis__Penicilliopsis zonata	Penicilliopsis	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
otu135	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	12	0	0	0	0	0	0	0	0	0	0	0	Eukaryota__Ascomycota__Eurotiomycetes__Eurotiales__Aspergillaceae__Aspergillus__Aspergillus clavatus	-	-	-	-	-	-	-	Unassigned	-
otu190	0	0	0	0	0	0	0	0	0	11	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	Eukaryota__Ascomycota__Saccharomycetes__Saccharomycetales__Saccharomycetaceae__Tetrapisispora__Tetrapisispora blattae	-	-	-	-	-	-	-	Unassigned	-
otu156	0	0	0	1	0	0	0	2	2	0	0	0	3	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	Eukaryota__Ascomycota__Sordariomycetes__Glomerellales__Plectosphaerellaceae__Verticillium__Verticillium dahliae	Plectosphaerellaceae	13	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Endophyte-Fungal Parasite-Plant Pathogen-Wood Saprotroph	Microfungus	NULL	Possible	NULL	b'Duncan CG, Eslyn WE. 1966. Mycologia 58:642-645 ((https://doi.org/10.2307/3757045)); Nilsson T. 1973. Studia Forestalia Suecica 104:1-40 ((https://pub.epsilon.slu.se/5711/)); Worrall JJ, et al. 1997. Mycologia 89:199-219 ((https://doi.org/10.2307/3761073)); Hanada RE, et al. 2010. Fungal Biology 114:901-910 ((https://doi.org/10.1016/j.funbio.2010.08.006)); Del Olmo-Ruiz M, Arnold AE. 2014. Mycologia 106:8-21 ((https://doi.org/10.3852/13-098)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Irinyi L, et al. 2015. Medical Mycology 53313-337 ((https://doi.org/10.1093/mmy/myv008)); List compiled by John Plischke III ((https://goodmushroom.weebly.com/uploads/5/7/1/7/57176535/fungi_on_fungi_pdf_lq.pdf))'
otu199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	8	0	0	2	0	0	0	0	0	0	0	0	0	0	0	Eukaryota__Ascomycota__Dothideomycetes__Pleosporales__Pleosporaceae__Bipolaris__Bipolaris oryzae	Bipolaris	13	Pathotroph	Plant Pathogen	Microfungus	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
otu6	12	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota__Ascomycota__Saccharomycetes__Saccharomycetales__Debaryomycetaceae__Meyerozyma__Meyerozyma guilliermondii	-	-	-	-	-	-	-	Unassigned	-
otu155	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	2	0	0	0	2	1	0	0	0	0	1	0	0	0	1	Eukaryota__Ascomycota__Xylonomycetes__Xylonomycetales__Xylonomycetaceae__Xylona__Xylona heveae	Xylona	13	Symbiotroph	Endophyte	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
otu17	1	0	0	7	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	Eukaryota__Basidiomycota__Malasseziomycetes__Malasseziales__Malasseziaceae__Malassezia__Malassezia globosa	Malassezia	13	Pathotroph-Saprotroph	Animal Pathogen-Undefined Saprotroph	Facultative Yeast	NULL	Probable	A lipid-dependent fungus growing on the sebaceous areas of human skin that may cause or exacerbate several skin diseases (Pityrosporum is a synonym that has been used for the yeast forms)	b'Kurtzman CP, et al. (eds.) 2011. The Yeasts, a Taxonomic Study. Fifth Edition. Vols 1-3. Elsevier, San Diego (ISBN: 9780444521491); Findley K, et al. 2013. Nature 498:367-370 ((https://doi.org/10.1038/nature12171))'
otu144	0	0	1	0	0	0	0	0	0	1	1	3	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	Eukaryota__Unclassified__Unclassified__Unclassified__Pleistophoridae__Vavraia__Vavraia culicis	-	-	-	-	-	-	-	Unassigned	-
otu179	0	0	0	0	0	1	0	4	3	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	Eukaryota__Ascomycota__Eurotiomycetes__Eurotiales__Aspergillaceae__Aspergillus__Aspergillus flavus	-	-	-	-	-	-	-	Unassigned	-
otu168	0	0	0	0	2	0	0	0	0	0	1	1	1	0	0	0	0	0	1	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	Eukaryota__Ascomycota__Eurotiomycetes__Chaetothyriales__Herpotrichiellaceae__Fonsecaea__Fonsecaea pedrosoi	Fonsecaea	13	Pathotroph-Saprotroph	Animal Pathogen-Soil Saprotroph	Dimorphic Yeast	NULL	Probable	Fonsecaea pedrosoi is soil-borne and the major etiological agent of chromoblastomycosis, a chronic disease that can affect immunocompetent hosts (Cunha et al. 2010)	b'Cunha MML, et al. 2010 ((https://doi.org/10.1186/1471-2180-10-80)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); https://www.cdc.gov ((https://www.cdc.gov))'
otu177	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	2	3	0	0	0	0	0	0	0	0	0	0	0	Eukaryota__Ascomycota__Dothideomycetes__Pleosporales__Pleosporaceae__Pyrenophora__Pyrenophora teres	Pyrenophora	13	Pathotroph	Plant Pathogen	Microfungus	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
otu193	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	2	1	1	2	0	1	0	0	0	0	0	0	1	Eukaryota__Ascomycota__Saccharomycetes__Saccharomycetales__Debaryomycetaceae__Debaryomyces__Debaryomyces hansenii	Debaryomyces	13	Saprotroph	Undefined Saprotroph	Yeast	NULL	Highly Probable	NULL	b'Kurtzman CP, et al. (eds.) 2011. The Yeasts, a Taxonomic Study. Fifth Edition. Vols 1-3. Elsevier, San Diego (ISBN: 9780444521491)'
otu180	0	0	0	0	0	0	1	0	0	0	0	0	3	0	1	0	0	0	0	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	Eukaryota__Ascomycota__Eurotiomycetes__Chaetothyriales__Herpotrichiellaceae__Cladophialophora__Cladophialophora bantiana	Cladophialophora	13	Saprotroph	Undefined Saprotroph	Microfungus	NULL	Probable	NULL	b'James TY, et al. 2006. Nature 443:818-822 ((https://doi.org/10.1038/nature05110))'
otu152	0	0	1	0	0	0	0	0	0	0	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	Eukaryota__Ascomycota__Eurotiomycetes__Eurotiales__Aspergillaceae__Aspergillus__Aspergillus nomius	-	-	-	-	-	-	-	Unassigned	-
