OTUID	P6S2T2	P2S1T2	P3S1T3	P5S1T3	P6S2T3	P3S1T2	P1S2T3	P3S2T2	P5S2T1	P3S2T1	P2S1T1	P3S2T3	P5S2T2	P1S1T1	P4S1T3	P2S1T3	P4S1T1	P5S2T3	P1S1T2	P4S2T1	P2S2T1	P4S1T2	P6S1T2	P1S1T3	P4S2T3	P2S2T2	P4S2T2	P6S1T3	P1S2T1	P6S1T1	P2S2T3	P5S1T1	P6S2T1	P1S2T2	P3S1T1	P5S1T2	taxonomy	Taxon	Taxon Level	Trophic Mode	Guild	Growth Morphology	Trait	Confidence Ranking	Notes	Citation/Source
otu177	0	1	0	5	0	1	1	3	0	1	0	2	0	4	0	2	2	0	0	1	3	0	0	0	1	1	0	0	4	4	0	0	2	0	0	1	Eukaryota__Ascomycota__Schizosaccharomycetes__Schizosaccharomycetales__Schizosaccharomycetaceae__Schizosaccharomyces__Schizosaccharomyces pombe	Schizosaccharomyces	13	Saprotroph	Undefined Saprotroph	Yeast	NULL	Highly Probable	Fission yeast	b'Nagy LG, et al. 2014. Nature Communications 5:e4471 ((https://doi.org/10.1038/ncomms5471)); James TY, et al. 2006. Nature, 443:818-822 ((James TY, et al. 2006. Nature, 443, 818-822))'
otu200	0	0	2	1	2	3	1	2	0	0	2	5	0	0	1	0	0	3	0	0	0	2	0	2	1	2	1	1	2	1	2	0	1	0	0	2	Eukaryota__Basidiomycota__Mixiomycetes__Mixiales__Mixiaceae__Mixia__Mixia osmundae	Mixia	13	Saprotroph	Undefined Saprotroph	Facultative Yeast	NULL	Highly Probable	NULL	b'Nagy LG, et al. 2014. Nature Communications 5:e4471 ((https://doi.org/10.1038/ncomms5471))'
otu139	2	1	0	4	0	3	2	0	0	1	0	2	1	0	1	1	1	0	0	2	3	2	0	3	1	1	0	1	0	1	1	0	1	0	1	0	Eukaryota__Ascomycota__Saccharomycetes__Saccharomycetales__Saccharomycetaceae__Vanderwaltozyma__Vanderwaltozyma polyspora	-	-	-	-	-	-	-	Unassigned	-
otu121	1	1	1	2	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	11	0	0	0	3	10	0	0	0	0	0	0	0	0	0	0	0	Eukaryota__Ascomycota__Dothideomycetes__Pleosporales__Pleosporaceae__Bipolaris__Bipolaris zeicola	Bipolaris	13	Pathotroph	Plant Pathogen	Microfungus	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
otu204	0	0	3	2	0	0	1	1	0	0	0	0	0	0	2	0	2	0	0	3	2	4	0	4	5	0	0	0	0	1	2	0	0	2	0	0	Eukaryota__Ascomycota__Dothideomycetes__Pleosporales__Pleosporaceae__Bipolaris__Bipolaris oryzae	Bipolaris	13	Pathotroph	Plant Pathogen	Microfungus	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
otu8	8	0	0	0	3	0	0	0	0	0	0	5	0	0	0	0	1	0	5	0	0	0	0	0	0	0	3	0	0	0	0	0	9	0	0	0	Eukaryota__Ascomycota__Saccharomycetes__Saccharomycetales__Debaryomycetaceae__Meyerozyma__Meyerozyma guilliermondii	-	-	-	-	-	-	-	Unassigned	-
otu160	0	4	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	7	2	0	2	0	2	0	0	0	4	0	0	5	0	0	0	0	3	Eukaryota__Basidiomycota__Ustilaginomycetes__Ustilaginales__Ustilaginaceae__Pseudozyma__Pseudozyma hubeiensis	Ustilaginaceae	9	Pathotroph	Plant Pathogen	Facultative Yeast-Smut	NULL	Probable	Biotrophic in living tissue of Gramineae and Cyperaceae (Cannon & Kirk 2007)	b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'
otu216	0	0	0	0	0	2	0	0	0	0	0	2	7	0	0	0	0	5	0	3	0	2	4	1	0	3	1	0	0	0	0	2	0	0	0	0	Eukaryota__Ascomycota__Saccharomycetes__Saccharomycetales__Saccharomycetaceae__Naumovozyma__Naumovozyma castellii	-	-	-	-	-	-	-	Unassigned	-
otu165	0	4	0	1	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	11	1	1	0	0	0	2	0	0	0	0	0	Eukaryota__Ascomycota__Dothideomycetes__Dothideales__Saccotheciaceae__Aureobasidium__Aureobasidium namibiae	Aureobasidium	13	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Endophyte-Epiphyte-Plant Pathogen-Undefined Saprotroph	Facultative Yeast	NULL	Possible	NULL	b'Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Wachowska U, G\xc5\x82owacka K. 2014. BioControl 59:635-645 ((https://doi.org/10.1007/s10526-014-9596-5)); Irinyia L, et al. 2016. Fungal Biology 120:125-136 ((https://doi.org/10.1016/j.funbio.2015.04.007)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))'
otu206	0	0	2	0	0	0	4	1	0	0	0	1	1	1	0	0	2	0	1	1	0	2	0	3	3	0	2	0	2	0	0	2	0	0	1	0	Eukaryota__Ascomycota__Dothideomycetes__Unclassified__Unclassified__Coniosporium__Coniosporium apollinis	-	-	-	-	-	-	-	Unassigned	-
otu214	0	0	0	0	2	0	2	6	0	0	0	2	5	0	0	3	0	0	0	0	0	0	0	3	2	0	0	0	0	0	3	0	0	0	0	0	Eukaryota__Ascomycota__Eurotiomycetes__Eurotiales__Aspergillaceae__Aspergillus__Aspergillus nomius	-	-	-	-	-	-	-	Unassigned	-
otu193	0	1	1	2	0	1	0	2	0	0	1	3	0	0	0	0	1	0	1	0	0	2	1	2	1	0	0	2	0	1	3	0	0	0	1	0	Eukaryota__Ascomycota__Eurotiomycetes__Eurotiales__Aspergillaceae__Aspergillus__Aspergillus glaucus	-	-	-	-	-	-	-	Unassigned	-
otu9	1	0	0	3	2	0	1	0	0	0	1	1	1	0	0	2	0	0	1	0	2	3	0	2	1	1	1	0	0	0	1	0	0	1	0	0	Eukaryota__Ascomycota__Eurotiomycetes__Chaetothyriales__Herpotrichiellaceae__Fonsecaea__Fonsecaea pedrosoi	Fonsecaea	13	Pathotroph-Saprotroph	Animal Pathogen-Soil Saprotroph	Dimorphic Yeast	NULL	Probable	Fonsecaea pedrosoi is soil-borne and the major etiological agent of chromoblastomycosis, a chronic disease that can affect immunocompetent hosts (Cunha et al. 2010)	b'Cunha MML, et al. 2010 ((https://doi.org/10.1186/1471-2180-10-80)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); https://www.cdc.gov ((https://www.cdc.gov))'
otu91	1	0	0	1	0	3	0	0	0	0	1	2	3	1	2	1	0	0	1	0	0	0	1	3	0	0	1	0	1	0	1	0	0	0	2	0	Eukaryota__Basidiomycota__Microbotryomycetes__Sporidiobolales__Sporidiobolaceae__Rhodotorula__Rhodotorula toruloides	Rhodotorula	13	Pathotroph-Saprotroph	Animal Endosymbiont-Animal Pathogen-Endophyte-Plant Pathogen-Undefined Saprotroph	Yeast	NULL	Probable	Opportunistic human pathogen	b'https://www.cdc.gov ((https://www.cdc.gov))'
otu213	0	0	0	5	2	2	0	2	0	0	1	0	0	0	0	0	0	0	2	0	1	0	0	3	2	0	0	0	0	0	0	0	0	5	0	0	Eukaryota__Ascomycota__Saccharomycetes__Saccharomycetales__Unclassified__Kuraishia__Kuraishia capsulata	-	-	-	-	-	-	-	Unassigned	-
otu175	0	3	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	3	3	0	0	6	Eukaryota__Ascomycota__Saccharomycetes__Saccharomycetales__Debaryomycetaceae__Candida__Candida albicans	Candida	13	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Endophyte-Endosymbiont-Epiphyte-Soil Saprotroph-Undefined Saprotroph	Dimorphic Yeast	NULL	Probable	This asexual genus is polyphyletic and contain species that function very differently depend on what they are. Caution should be taken when interpreting guilds for Candida species.	b'Manolakaki D, et al. 2010. Virulence. 1: 367-375 ((https://doi.org/10.4161/viru.1.5.12796)); Mekbib SB, et al. 2011. Tropical Plant Pathology 36:233-240 ((https://doi.org/10.1590/S1982-56762011000400004))'
otu24	1	0	0	11	0	0	0	3	0	5	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	Eukaryota__Basidiomycota__Malasseziomycetes__Malasseziales__Malasseziaceae__Malassezia__Malassezia globosa	Malassezia	13	Pathotroph-Saprotroph	Animal Pathogen-Undefined Saprotroph	Facultative Yeast	NULL	Probable	A lipid-dependent fungus growing on the sebaceous areas of human skin that may cause or exacerbate several skin diseases (Pityrosporum is a synonym that has been used for the yeast forms)	b'Kurtzman CP, et al. (eds.) 2011. The Yeasts, a Taxonomic Study. Fifth Edition. Vols 1-3. Elsevier, San Diego (ISBN: 9780444521491); Findley K, et al. 2013. Nature 498:367-370 ((https://doi.org/10.1038/nature12171))'
otu144	0	2	1	0	0	3	0	0	0	2	2	2	1	2	3	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	2	0	0	0	0	Eukaryota__Unclassified__Unclassified__Unclassified__Pleistophoridae__Vavraia__Vavraia culicis	-	-	-	-	-	-	-	Unassigned	-
otu197	0	0	1	0	0	1	0	2	0	1	2	1	0	0	1	0	2	0	1	0	0	4	0	1	1	1	1	0	0	0	0	0	0	1	1	0	Eukaryota__Ascomycota__Saccharomycetes__Saccharomycetales__Pichiaceae__Pichia__Pichia membranifaciens	Pichia	13	Pathotroph-Saprotroph-Symbiotroph	Animal Endosymbiont-Animal Pathogen-Plant Pathogen-Undefined Saprotroph	Yeast	NULL	Probable	Found in wood and digestive systems of the beetle Odontotaenius disjunctus; Likely opportunistic human pathogen (Irinyi et al. 2015)	b'Kurtzman CP, et al. (eds.) 2011. The Yeasts, a Taxonomic Study. Fifth Edition. Vols 1-3. Elsevier, San Diego (ISBN: 9780444521491); Irinyi L, et al. 2015. Medical Mycology 53:313-337 ((https://doi.org/10.1093/mmy/myv008)); The American Phytopathological Society Common Names of Plant Diseases ((https://www.apsnet.org/edcenter/resources/commonnames/Pages/default.aspx)); https://www.cdc.gov ((https://www.cdc.gov))'
otu171	0	3	0	2	0	0	0	2	0	3	0	0	0	1	0	0	0	0	2	2	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	Eukaryota__Ascomycota__Sordariomycetes__Glomerellales__Glomerellaceae__Colletotrichum__Colletotrichum fioriniae	Colletotrichum	13	Pathotroph-Symbiotroph	Endophyte-Plant Pathogen	Microfungus	NULL	Probable	NULL	b'Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))'
otu212	0	0	0	1	2	0	1	0	3	0	0	0	0	3	0	2	3	0	0	1	1	0	0	1	1	0	0	0	0	0	2	0	0	0	0	0	Eukaryota__Ascomycota__Saccharomycetes__Saccharomycetales__Saccharomycetaceae__Kluyveromyces__Kluyveromyces marxianus	Kluyveromyces	13	Saprotroph-Symbiotroph	Endophyte-Undefined Saprotroph	Yeast	NULL	Probable	Host - Boraginaceae	b'James TY, et al. 2006. Nature 443:818-822 ((https://doi.org/10.1038/nature05110)); Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf))'
otu208	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	5	4	0	2	0	0	1	1	0	0	0	0	0	4	0	0	0	0	0	Eukaryota__Ascomycota__Saccharomycetes__Saccharomycetales__Debaryomycetaceae__Spathaspora__Spathaspora passalidarum	-	-	-	-	-	-	-	Unassigned	-
otu221	0	0	0	0	0	0	0	3	1	1	0	1	0	0	0	3	0	0	0	1	0	1	1	2	0	2	1	0	0	0	0	1	0	0	0	2	Eukaryota__Ascomycota__Xylonomycetes__Xylonomycetales__Xylonomycetaceae__Xylona__Xylona heveae	Xylona	13	Symbiotroph	Endophyte	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
otu211	0	0	0	2	0	0	0	0	0	0	0	0	0	4	0	0	2	0	0	0	3	0	3	3	1	0	0	0	2	0	0	0	0	0	0	0	Eukaryota__Ascomycota__Saccharomycetes__Saccharomycetales__Pichiaceae__Ogataea__Ogataea parapolymorpha	-	-	-	-	-	-	-	Unassigned	-
otu146	0	5	0	0	0	0	3	0	0	1	0	0	0	0	2	2	0	0	0	0	1	0	0	0	0	0	1	0	2	0	0	2	0	0	0	0	Eukaryota__Ascomycota__Saccharomycetes__Saccharomycetales__Saccharomycetaceae__Tetrapisispora__Tetrapisispora phaffii	-	-	-	-	-	-	-	Unassigned	-
otu158	0	2	0	2	2	0	2	0	0	0	0	1	0	0	0	0	2	1	0	0	0	1	0	2	1	0	0	0	2	0	0	0	0	0	0	0	Eukaryota__Ascomycota__Schizosaccharomycetes__Schizosaccharomycetales__Schizosaccharomycetaceae__Schizosaccharomyces__Schizosaccharomyces cryophilus	Schizosaccharomyces	13	Saprotroph	Undefined Saprotroph	Yeast	NULL	Highly Probable	Fission yeast	b'Nagy LG, et al. 2014. Nature Communications 5:e4471 ((https://doi.org/10.1038/ncomms5471)); James TY, et al. 2006. Nature, 443:818-822 ((James TY, et al. 2006. Nature, 443, 818-822))'
otu159	0	1	0	0	1	0	1	0	0	0	0	0	2	0	2	0	0	0	0	1	0	2	0	2	4	0	0	1	0	0	0	0	0	0	0	1	Eukaryota__Ascomycota__Eurotiomycetes__Chaetothyriales__Herpotrichiellaceae__Cladophialophora__Cladophialophora bantiana	Cladophialophora	13	Saprotroph	Undefined Saprotroph	Microfungus	NULL	Probable	NULL	b'James TY, et al. 2006. Nature 443:818-822 ((https://doi.org/10.1038/nature05110))'
otu34	5	0	0	1	0	2	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	3	0	2	0	1	0	0	0	0	0	0	0	0	0	0	Eukaryota__Ascomycota__Eurotiomycetes__Eurotiales__Aspergillaceae__Penicilliopsis__Penicilliopsis zonata	Penicilliopsis	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
otu6	1	0	0	0	1	1	1	0	2	0	1	1	0	0	1	1	0	0	0	0	1	1	0	0	0	1	2	0	0	0	0	0	0	1	1	0	Eukaryota__Ascomycota__Eurotiomycetes__Onygenales__Arthrodermataceae__Trichophyton__Trichophyton rubrum	Trichophyton	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
otu223	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	1	4	1	0	2	0	0	0	1	1	0	0	0	1	0	1	0	2	0	Eukaryota__Ascomycota__Saccharomycetes__Saccharomycetales__Saccharomycetaceae__Kazachstania__Kazachstania africana	-	-	-	-	-	-	-	Unassigned	-
otu210	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	3	0	0	0	0	0	1	3	0	3	0	1	Eukaryota__Basidiomycota__Ustilaginomycetes__Ustilaginales__Ustilaginaceae__Kalmanozyma__Kalmanozyma brasiliensis	Ustilaginaceae	9	Pathotroph	Plant Pathogen	Facultative Yeast-Smut	NULL	Probable	Biotrophic in living tissue of Gramineae and Cyperaceae (Cannon & Kirk 2007)	b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'
otu149	0	1	0	0	0	0	0	0	0	2	0	1	0	2	1	1	2	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	1	0	Eukaryota__Ascomycota__Dothideomycetes__Venturiales__Sympoventuriaceae__Verruconis__Verruconis gallopava	-	-	-	-	-	-	-	Unassigned	-
otu172	0	1	0	0	0	0	0	0	0	2	1	1	0	0	1	0	0	0	0	0	0	0	0	2	1	1	0	0	3	0	0	0	0	0	0	1	Eukaryota__Ascomycota__Saccharomycetes__Saccharomycetales__Debaryomycetaceae__Debaryomyces__Debaryomyces hansenii	Debaryomyces	13	Saprotroph	Undefined Saprotroph	Yeast	NULL	Highly Probable	NULL	b'Kurtzman CP, et al. (eds.) 2011. The Yeasts, a Taxonomic Study. Fifth Edition. Vols 1-3. Elsevier, San Diego (ISBN: 9780444521491)'
otu203	0	0	3	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	2	1	0	Eukaryota__Ascomycota__Saccharomycetes__Saccharomycetales__Debaryomycetaceae__Debaryomyces__Debaryomyces fabryi	Debaryomyces	13	Saprotroph	Undefined Saprotroph	Yeast	NULL	Highly Probable	NULL	b'Kurtzman CP, et al. (eds.) 2011. The Yeasts, a Taxonomic Study. Fifth Edition. Vols 1-3. Elsevier, San Diego (ISBN: 9780444521491)'
otu70	1	1	0	0	0	0	1	0	0	0	0	0	3	0	0	0	1	1	0	0	1	2	0	0	0	2	0	0	1	0	0	0	0	0	0	0	Eukaryota__Ascomycota__Saccharomycetes__Saccharomycetales__Saccharomycetaceae__Kluyveromyces__Kluyveromyces lactis	Kluyveromyces	13	Saprotroph-Symbiotroph	Endophyte-Undefined Saprotroph	Yeast	NULL	Probable	Host - Boraginaceae	b'James TY, et al. 2006. Nature 443:818-822 ((https://doi.org/10.1038/nature05110)); Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf))'
otu224	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	3	0	0	0	1	0	0	0	1	0	0	0	0	0	0	3	Eukaryota__Ascomycota__Saccharomycetes__Saccharomycetales__Saccharomycetaceae__Torulaspora__Torulaspora delbrueckii	-	-	-	-	-	-	-	Unassigned	-
otu109	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	Eukaryota__Ascomycota__Schizosaccharomycetes__Schizosaccharomycetales__Schizosaccharomycetaceae__Schizosaccharomyces__Schizosaccharomyces octosporus	Schizosaccharomyces	13	Saprotroph	Undefined Saprotroph	Yeast	NULL	Highly Probable	Fission yeast	b'Nagy LG, et al. 2014. Nature Communications 5:e4471 ((https://doi.org/10.1038/ncomms5471)); James TY, et al. 2006. Nature, 443:818-822 ((James TY, et al. 2006. Nature, 443, 818-822))'
otu219	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	1	0	3	0	0	1	0	0	0	1	0	0	1	0	Eukaryota__Ascomycota__Dothideomycetes__Pleosporales__Didymosphaeriaceae__Paraphaeosphaeria__Paraphaeosphaeria sporulosa	Paraphaeosphaeria	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
otu231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	6	0	0	0	0	0	0	0	Eukaryota__Ascomycota__Saccharomycetes__Saccharomycetales__Saccharomycetaceae__Zygosaccharomyces__Zygosaccharomyces rouxii	Zygosaccharomyces	13	Pathotroph	Plant Pathogen	Facultative Yeast	NULL	Probable	NULL	b'Kurtzman CP, et al. (eds.) 2011. The Yeasts, a Taxonomic Study. Fifth Edition. Vols 1-3. Elsevier, San Diego (ISBN: 9780444521491); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))'
otu163	0	1	1	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	1	0	0	0	0	0	0	Eukaryota__Ascomycota__Saccharomycetes__Saccharomycetales__Debaryomycetaceae__Yamadazyma/Candida clade__[Candida] tenuis	-	-	-	-	-	-	-	Unassigned	-
otu152	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	Eukaryota__Ascomycota__Saccharomycetes__Saccharomycetales__Phaffomycetaceae__Wickerhamomyces__Wickerhamomyces anomalus	Wickerhamomyces	13	Saprotroph	Undefined Saprotroph	Yeast	NULL	Probable	NULL	b'Kurtzman CP, et al. 2008. FEMS Yeast Research 8:939-954 ((https://doi.org/10.1111/j.1567-1364.2008.00419.x))'
otu209	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	2	0	0	Eukaryota__Ascomycota__Dothideomycetes__Dothideales__Saccotheciaceae__Aureobasidium__Aureobasidium subglaciale	Aureobasidium	13	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Endophyte-Epiphyte-Plant Pathogen-Undefined Saprotroph	Facultative Yeast	NULL	Possible	NULL	b'Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Wachowska U, G\xc5\x82owacka K. 2014. BioControl 59:635-645 ((https://doi.org/10.1007/s10526-014-9596-5)); Irinyia L, et al. 2016. Fungal Biology 120:125-136 ((https://doi.org/10.1016/j.funbio.2015.04.007)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))'
otu227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota__Ascomycota__Saccharomycetes__Saccharomycetales__Saccharomycetaceae__Nakaseomyces/Candida clade__[Candida] glabrata	-	-	-	-	-	-	-	Unassigned	-
otu218	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	2	0	0	Eukaryota__Ascomycota__Saccharomycetes__Saccharomycetales__Saccharomycetaceae__Lachancea__Lachancea thermotolerans	Lachancea	13	Pathotroph	Animal Pathogen	Yeast	NULL	Possible	Likely opportunistic human pathogen (Irinyi et al. 2015; see L. fermentati)	b'Irinyi L, et al. 2015. Medical Mycology 53:313-337 ((https://doi.org/10.1093/mmy/myv008))'
otu217	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	Eukaryota__Basidiomycota__Tremellomycetes__Tremellales__Cryptococcaceae__Cryptococcus__Cryptococcus amylolentus	Cryptococcus	13	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Endophyte-Epiphyte-Undefined Saprotroph	Dimorphic Yeast	NULL	Possible	NULL	b'Andrews JH, et al. 1983. Phytopathology 73:228-234 ((https://doi.org/10.1094/Phyto-73-228)); Kurtzman CP, et al. (eds.) 2011. The Yeasts, a Taxonomic Study. Fifth Edition. Vols 1-3. Elsevier, San Diego (ISBN: 9780444521491)'
otu215	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	1	0	0	0	0	0	0	0	0	0	Eukaryota__Ascomycota__Eurotiomycetes__Chaetothyriales__Cyphellophoraceae__Cyphellophora__Cyphellophora europaea	Cyphellophora	13	Pathotroph-Saprotroph	Animal Pathogen-Undefined Saprotroph	Facultative Yeast-Microfungus	NULL	Probable	Consult the current literature for updated names on this group that included the Black Yeasts; Some species are likely opportunistic human pathogen (Irinyi et al. 2015)	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Irinyi L, et al. 2015. Medical Mycology 53:313-337 ((https://doi.org/10.1093/mmy/myv008))'
otu232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	Eukaryota__Basidiomycota__Agaricomycetes__Auriculariales__Auriculariaceae__Auricularia__Auricularia subglabra	Auricularia	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
otu194	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota__Ascomycota__Eurotiomycetes__Chaetothyriales__Herpotrichiellaceae__Capronia__Capronia coronata	Capronia	13	Symbiotroph	Endophyte	Facultative Yeast	NULL	Highly Probable	Dark Septate Endophyte, known from plant roots.	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
otu222	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	Eukaryota__Ascomycota__Eurotiomycetes__Eurotiales__Trichocomaceae__Talaromyces__Talaromyces atroroseus	Talaromyces	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
otu136	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota__Basidiomycota__Tremellomycetes__Tremellales__Cryptococcaceae__Kwoniella__Kwoniella pini	-	-	-	-	-	-	-	Unassigned	-
otu228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota__Basidiomycota__Exobasidiomycetes__Georgefischeriales__Tilletiariaceae__Tilletiaria__Tilletiaria anomala	Tilletiaria	13	Pathotroph	Plant Pathogen	Facultative Yeast	NULL	Probable	NULL	b'Kurtzman CP, et al. (eds.) 2011. The Yeasts, a Taxonomic Study. Fifth Edition. Vols 1-3. Elsevier, San Diego (ISBN: 9780444521491)'
otu230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota__Ascomycota__Saccharomycetes__Saccharomycetales__Saccharomycetaceae__Saccharomyces__Saccharomyces cerevisiae	Saccharomyces	13	Saprotroph	Undefined Saprotroph	Yeast	NULL	Probable	NULL	b'James TY, et al. 2006. Nature 443:818-822 ((https://doi.org/10.1038/nature05110))'
otu207	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	Eukaryota__Ascomycota__Saccharomycetes__Saccharomycetales__Saccharomycetaceae__Saccharomyces__Saccharomyces eubayanus	Saccharomyces	13	Saprotroph	Undefined Saprotroph	Yeast	NULL	Probable	NULL	b'James TY, et al. 2006. Nature 443:818-822 ((https://doi.org/10.1038/nature05110))'
otu225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota__Ascomycota__Saccharomycetes__Saccharomycetales__Phaffomycetaceae__Komagataella__Komagataella phaffii	-	-	-	-	-	-	-	Unassigned	-
